,BattV_Avg,Rain_mm_Tot,WS_ms_Avg,WS_ms_Avg,WS_ms_Avg,AirTC_Avg,AirTC_Avg,AirTC_Avg,RH,RH,RH,SlrW_Avg,ET0
,mean,sum,mean,min,max,mean,min,max,mean,min,max,mean,sum
date,,,,,,,,,,,,,
2023-07-12,13.245416666666667,0.30000000000000004,0.9000208333333333,0.124,3.172,19.342458333333333,14.26,24.37,83.408125,55.43,96.3,27.54795,7.47
2023-07-13,13.293875000000002,0.1,0.7981250000000001,0.082,2.196,18.046625,10.28,24.57,76.816125,52.68,97.4,47.15760833333333,12.01
2023-07-14,13.26225,0.0,2.144775,0.144,4.993,22.345291666666665,12.01,31.65,66.86483333333334,27.62,97.0,60.42012916666667,16.97
2023-07-15,13.269166666666667,4.7,1.9240166666666667,0.203,4.974,19.590916666666665,14.54,22.62,81.87529166666667,63.87,94.9,25.735745833333333,6.6
2023-07-16,13.314041666666666,0.0,1.4740499999999999,0.121,3.25,18.799208333333336,12.92,23.63,73.58016666666667,45.64,95.0,46.63163333333333,11.83
2023-07-17,13.281583333333334,0.0,0.9107875,0.112,2.19,20.590291666666666,16.56,26.08,72.39204166666667,43.95,91.4,39.17657916666667,10.99
2023-07-18,13.242750000000001,0.0,1.5070416666666666,0.248,84.1,22.425083333333337,14.96,30.67,65.89,42.16,90.2,56.071504166666664,15.78
2023-07-19,13.287083333333333,0.0,1.4513208333333334,0.057,84.3,18.947916666666668,11.78,25.05,78.08020833333333,54.36,96.8,53.02408333333334,13.23
2023-07-20,13.305958333333333,0.0,1.3599416666666668,0.118,4.014,18.744083333333332,12.96,24.99,78.05408333333334,49.4,97.2,47.79152083333334,12.29
2023-07-21,13.292541666666667,0.0,1.3637208333333333,0.117,3.734,18.830958333333335,12.9,24.42,74.71225,53.04,93.8,54.0951125,13.62
2023-07-22,13.291,0.0,1.2892458333333332,0.078,3.83,18.377208333333332,10.92,24.34,79.018125,58.03,96.2,48.349174999999995,11.95
2023-07-23,13.290416666666665,0.0,1.3516249999999999,0.238,3.173,19.570958333333333,14.68,24.35,84.10645833333334,63.12,96.2,25.207829166666667,6.75
2023-07-24,13.289,3.5,2.7778291666666663,0.233,6.249,20.019000000000002,17.11,23.09,80.52837500000001,63.11,94.4,39.142475,9.54
2023-07-25,13.308666666666666,0.0,2.013,0.153,4.839,18.011833333333335,13.95,21.63,73.53483333333334,55.72,92.8,41.92564166666667,10.12
2023-07-26,13.296875,1.1,1.9520958333333334,0.072,4.533,18.332041666666665,13.75,23.01,85.65658333333334,66.02,96.1,33.870895833333336,8.29
2023-07-27,13.26075,0.0,1.598125,0.121,3.737,20.480375,13.83,27.26,80.56637500000001,55.43,97.6,56.631949999999996,14.63
2023-07-28,13.263666666666667,0.1,2.186775,0.161,4.763,21.81025,16.57,26.43,82.76208333333334,60.65,95.9,44.7328125,11.56
2023-07-29,13.245624999999999,5.3,1.9211291666666668,0.149,6.552,20.676041666666666,14.62,25.73,87.25604166666668,72.22,96.2,36.08640833333333,9.07
2023-07-30,13.288791666666667,0.0,1.3564416666666665,0.082,3.763,18.039708333333333,12.4,23.6,77.40191666666666,51.98,97.0,49.85307916666667,12.42
2023-07-31,13.286375,0.0,2.567675,0.222,5.903,19.416333333333334,12.44,24.07,78.85833333333333,59.64,95.6,52.62393333333333,12.2
2023-08-01,13.282125,10.6,2.9985791666666666,0.927,5.183,20.914225941422593,18.95,23.53,83.52674999999999,68.61,96.0,40.654875,9.81
2023-08-02,13.255583333333334,5.9,4.707508333333333,2.544,7.821,20.739416666666667,17.18,22.41,82.219625,64.63,95.0,26.977170833333332,6.53
2023-08-03,13.31475,9.4,2.8764875,0.976,6.654,17.97941666666667,15.77,21.05,83.02725000000001,68.18,94.2,29.9534875,7.07
2023-08-04,13.279416666666666,2.8000000000000003,1.6622625,0.171,4.288,17.335916666666666,12.22,20.84,79.89004166666668,60.0,94.5,30.57499166666667,7.43
2023-08-05,13.330791666666666,3.8000000000000003,2.2042458333333332,0.157,6.111,16.25675,11.0,20.7,87.34104166666665,70.33,96.9,21.387616666666666,5.06
2023-08-06,13.306291666666668,0.0,1.3094875,0.087,4.281,16.734125,10.32,21.44,76.94729166666666,51.74,95.4,46.9035875,11.17
2023-08-07,13.283541666666668,0.0,0.7797875,0.119,1.909,16.635295833333334,7.888,24.6,74.11670833333332,39.12,97.5,48.82528333333333,12.32
2023-08-08,13.250833333333333,0.0,0.8285791666666668,0.108,2.103,18.585874999999998,9.18,28.29,70.19816666666667,37.93,97.4,54.41589166666667,14.48
2023-08-09,13.237374999999998,0.0,1.4902416666666667,0.102,3.77,21.721708333333332,8.79,31.66,61.33583333333333,29.32,96.8,54.48914166666667,15.21
2023-08-10,13.25675,0.0,1.8752166666666668,0.083,4.853,21.388666666666666,16.41,26.23,80.54533333333333,62.58,96.3,45.810291666666664,11.86
2023-08-11,13.2455,0.0,0.9296000000000001,0.068,3.276,20.891875000000002,14.77,29.55,83.09958333333334,52.66,97.7,36.34283333333334,10.35
2023-08-12,13.257624999999999,0.0,0.864675,0.029,2.375,20.238083333333336,16.81,24.55,86.956125,62.87,97.1,18.195558333333334,5.15
2023-08-13,13.2365,0.0,0.7963041666666667,0.118,1.94,20.938333333333333,17.19,26.4,75.83825,58.03,94.6,34.733983333333335,9.73
2023-08-14,13.251875,2.7,0.7378541666666667,0.12,2.367,20.274208333333334,15.76,26.56,77.32583333333334,54.39,93.7,21.94557916666667,6.34
2023-08-15,13.259375,0.1,1.0146291666666667,0.218,2.118,20.247958333333333,15.96,26.21,83.47291666666666,61.56,96.8,31.618241666666666,8.69
2023-08-16,13.238499999999998,0.6000000000000001,0.8243625,0.166,2.483,21.49458333333333,15.65,28.99,78.405625,53.22,97.0,35.69189166666667,10.19
2023-08-17,13.2265,0.0,1.0117916666666666,0.103,3.046,23.599666666666668,16.26,32.4,77.21691666666668,50.97,96.7,46.10452083333333,13.49
2023-08-18,13.191583333333334,0.0,1.0842500000000002,0.103,3.542,23.996458333333333,18.74,32.8,78.9835,51.38,95.7,39.0627,11.81
2023-08-19,13.215791666666666,0.0,0.8860333333333333,0.086,2.225,24.178083333333333,17.71,31.28,75.38083333333334,48.67,96.8,46.031954166666665,13.51
2023-08-20,13.203958333333333,0.0,1.2211208333333334,0.275,2.768,25.153583333333334,18.47,33.77,68.884875,42.18,92.4,48.71508403361345,14.8
2023-08-21,13.196708333333333,0.0,1.2568166666666667,0.349,2.509,26.614541666666664,19.61,35.17,62.86408333333333,41.1,81.5,39.91912738853503,12.8
2023-08-22,13.197958333333334,0.0,0.9117791666666667,0.088,3.113,25.964833333333335,18.44,33.72,67.98966666666666,46.11,91.2,62.66324675324675,18.68
2023-08-23,13.192083333333333,0.0,0.9129916666666666,0.116,3.65,27.00475,19.37,35.0,73.36425,48.54,93.3,7.398666666666666,3.11
2023-08-24,13.17875,0.0,2.154925,0.15,5.718,27.71920833333333,21.76,37.24,69.32691666666666,26.95,93.3,,
2023-08-25,13.246875,0.2,1.9784583333333332,0.053,4.17,20.181916666666666,14.11,23.34,79.46625,56.2,93.8,,
2023-08-26,13.269708333333334,0.4,1.4202708333333334,0.074,4.408,18.075708333333335,12.86,23.86,77.98516666666666,50.67,96.2,,
2023-08-27,13.275916666666665,1.9999999999999998,1.35535,0.072,3.76,17.665625,12.91,22.6,77.40929166666666,51.74,97.6,,
2023-08-28,13.278708333333332,2.0,1.5995833333333331,0.122,3.98,18.352041666666665,12.17,22.66,77.77258333333333,53.5,96.1,,
2023-08-29,13.285083333333334,0.0,0.8796041666666666,0.072,3.068,16.193458333333332,11.11,20.8,81.82166666666667,61.5,97.3,,
2023-08-30,13.286375,1.4,1.2635791666666667,0.131,4.509,15.839625000000002,10.19,21.74,82.65895833333335,61.2,97.0,,
2023-08-31,13.252208333333334,1.4000000000000001,1.809725,0.141,4.386,17.794833333333333,10.82,23.96,87.97583333333334,65.02,96.8,,
2023-09-01,13.236500000000001,8.8,1.1141083333333335,0.073,3.817,20.630166666666664,14.22,27.93,80.12795833333332,50.93,98.7,,
2023-09-02,13.236833333333333,3.1,1.0408250000000001,0.206,3.122,21.095666666666666,17.18,27.51,85.75691666666667,57.15,97.7,,
2023-09-03,13.235916666666666,0.1,1.7308124999999999,0.098,5.158,23.109583333333333,15.57,29.99,70.80333333333333,37.09,98.4,,
2023-09-04,13.207666666666666,0.0,1.6180583333333334,0.137,4.44,25.344125000000002,18.29,34.06,56.19704166666667,26.43,86.7,,
2023-09-05,13.196958333333333,0.0,0.8919333333333334,0.088,3.093,23.784333333333333,16.6,32.65,68.008,39.11,91.5,,
2023-09-06,13.212333333333333,0.0,1.3318416666666666,0.118,3.52,23.782541666666667,17.05,31.56,68.55799999999999,38.15,92.1,,
2023-09-07,13.21475,0.0,1.2416375,0.089,2.854,24.12458333333333,18.29,31.83,64.868,36.69,91.7,,
2023-09-08,13.204916666666666,0.0,1.2696583333333333,0.09,2.929,24.349249999999998,17.5,33.05,60.931666666666665,27.28,88.4,,
2023-09-09,13.19975,0.1,1.4241375,0.105,4.255,24.517208333333333,17.01,34.06,55.455333333333336,29.45,89.3,,
2023-09-10,13.175875,0.2,1.2036041666666668,0.178,2.875,23.161416666666664,19.11,29.31,79.98270833333332,54.92,96.3,,
2023-09-11,13.196916666666668,4.3,1.1203208333333334,0.19,4.4,21.366291666666665,18.07,27.19,87.79733333333334,63.5,97.0,,
2023-09-12,13.190833333333334,13.4,1.0962375,0.073,3.129,19.836291666666668,15.83,23.54,91.51608333333334,73.42,97.9,,
2023-09-13,13.255125,0.0,1.0357041666666666,0.101,3.071,17.992875,12.01,24.17,84.02270833333334,62.36,98.5,,
2023-09-14,13.243541666666665,0.0,0.7448458333333333,0.072,2.858,18.089499999999997,9.8,26.14,80.37049999999999,53.62,98.4,,
2023-09-15,13.198125000000001,12.0,1.5652916666666667,0.083,4.338,20.157125,12.76,28.83,81.95620833333334,48.84,98.4,,
2023-09-16,13.206375000000001,0.0,1.6035916666666667,0.094,3.777,22.128458333333334,17.26,28.58,79.800375,48.0,98.3,,
2023-09-17,13.191041666666667,4.8,1.3931499999999999,0.212,6.459,19.819791666666667,14.71,27.07,90.39920833333333,64.83,97.4,,
2023-09-18,13.262958333333334,2.3000000000000003,1.9439833333333332,0.126,5.993,18.680833333333332,14.87,24.22,88.64075,67.91,98.3,,
2023-09-19,13.268166666666668,0.30000000000000004,1.3193166666666667,0.129,4.206,17.463666666666665,12.1,23.54,85.5435,63.23,98.5,,
2023-09-20,13.250083333333333,0.0,1.5317333333333332,0.073,5.431,17.761625,11.05,25.61,85.849625,58.14,98.6,,
2023-09-21,13.137541666666667,16.7,2.2199999999999998,0.085,6.156,17.295416666666664,15.88,20.96,85.87841666666667,59.1,97.7,,
2023-09-22,13.251,6.5,1.8502583333333333,0.176,6.095,15.29723849372385,10.5,20.35,82.91595833333334,54.4,97.0,,
2023-09-23,13.278958333333332,0.2,0.9398375,0.128,4.165,14.265416666666665,8.7,21.09,80.51241666666667,47.67,98.1,,
2023-09-24,13.273875,0.0,1.4878666666666667,0.083,4.418,14.547345833333333,6.54,23.38,79.48516666666666,48.24,98.7,,
2023-09-25,13.23525,0.0,0.6968624999999999,0.073,2.446,16.518075,7.352,26.63,77.82445833333333,33.72,98.6,,
2023-09-26,13.233833333333333,0.0,0.9757458333333333,0.09,2.6,17.532125,9.63,26.67,81.570125,51.97,97.7,,
2023-09-27,13.215666666666667,0.2,1.7362583333333332,0.151,5.324,19.401625000000003,12.76,29.2,84.05758333333333,43.96,98.9,,
2023-09-28,13.229625,0.0,1.2581541666666667,0.093,4.137,19.54508333333333,14.1,28.76,82.35758333333334,45.15,98.4,,
2023-09-29,13.241291666666665,0.0,0.6182041666666667,0.077,2.491,18.787249999999997,14.33,23.74,89.31954166666667,74.46,98.7,,
2023-09-30,13.212666666666667,0.0,1.0715458333333332,0.11,2.449,20.485458333333334,13.57,27.29,82.58275,56.68,98.4,,
2023-10-01,13.212250000000001,0.0,1.118575,0.092,2.906,21.440625,14.46,30.92,76.51229166666667,39.63,95.5,,
2023-10-02,13.205916666666667,0.0,1.7689916666666667,0.231,3.641,22.499708333333334,14.22,32.92,71.91658333333334,33.67,97.1,,
2023-10-03,13.24075,0.7,1.2351583333333334,0.117,4.151,17.819666666666667,8.13,22.85,84.71383333333333,64.63,97.2,,
2023-10-04,13.258583333333332,0.2,0.8824708333333333,0.102,2.719,13.847987499999999,6.181,22.58,79.60920833333333,40.72,98.7,,
2023-10-05,13.255083333333333,0.0,0.7086166666666667,0.096,2.653,12.913758333333334,4.036,23.03,78.41633333333334,37.75,97.9,,
2023-10-06,13.237,0.1,0.5009583333333334,0.078,1.554,14.1089375,2.937,26.58,75.9315,34.12,98.2,,
2023-10-07,13.240041666666666,0.0,0.9982541666666667,0.102,3.33,14.167516666666668,3.748,26.76,74.83091666666665,32.79,98.4,,
2023-10-08,13.210541666666668,0.0,0.6856458333333334,0.095,2.217,15.806929166666666,4.377,29.74,72.09029166666666,29.46,97.7,,
2023-10-09,13.212124999999999,0.0,0.8842166666666667,0.082,3.433,16.930191666666666,7.521,28.8,76.32158333333334,37.31,97.3,,
2023-10-10,13.205708333333332,0.4,0.6928083333333334,0.038,2.823,17.2615,10.91,27.71,81.66116666666667,32.76,98.7,,
2023-10-11,13.205,0.1,0.7603333333333333,0.119,2.492,16.971791666666668,8.64,29.72,78.1015,30.52,98.9,,
2023-10-12,13.207249999999998,0.0,0.8601708333333333,0.105,2.443,17.947666666666667,9.22,29.19,76.82745833333334,39.02,95.7,,
2023-10-13,13.195375,0.30000000000000004,2.900475,0.153,6.188,19.709583333333335,13.61,26.91,74.69691666666667,47.65,90.7,,
2023-10-14,13.246708333333334,0.1,1.0257,0.11,3.71,15.388333333333332,10.1,18.63,82.10100000000001,57.03,96.5,,
2023-10-15,13.261541666666666,0.0,1.8811375000000001,0.093,4.163,13.4365,8.5,17.26,66.67945833333333,45.68,91.7,,
2023-10-16,13.263291666666667,0.0,1.8777875,0.268,3.421,14.2689875,6.157,21.74,67.05604166666667,43.76,88.3,,
2023-10-17,13.222791666666666,0.0,3.5275916666666665,1.19,6.18,20.210583333333332,14.32,26.07,71.65166666666667,56.02,85.7,,
2023-10-18,13.179458333333335,4.5,3.6302499999999998,0.295,7.481,19.03654166666667,15.83,21.61,85.58658333333332,75.94,93.8,,
2023-10-19,13.171791666666667,13.700000000000001,2.6826291666666666,0.524,7.612,17.845041666666667,14.21,22.54,82.41662500000001,55.58,95.7,,
2023-10-20,13.155333333333335,32.2,5.1954,0.912,11.68,15.388583333333333,13.11,19.06,87.76983333333332,72.0,96.7,,
2023-10-21,13.238791666666666,19.8,3.371258333333333,0.395,7.222,13.369416666666666,9.63,16.66,84.93675,71.05,96.6,,
2023-10-22,13.238291666666667,0.30000000000000004,1.8706208333333334,0.35,4.053,13.046875,8.41,18.08,84.75520833333333,63.26,97.7,,
2023-10-23,13.196791666666666,12.6,1.6580458333333332,0.23,5.104,13.633208333333332,11.31,17.3,90.94875,80.6,96.1,,
2023-10-24,13.240874999999999,8.7,2.7852041666666665,0.214,7.298,14.463666666666667,10.48,18.06,85.71591666666667,67.62,97.6,,
2023-10-25,13.08625,11.700000000000001,5.5496875,2.554,8.88,16.718458333333334,14.91,18.26,90.605,81.1,96.3,,
2023-10-26,12.878333333333334,22.400000000000002,3.0205583333333332,0.918,7.642,15.324250000000001,13.35,17.8,91.756625,77.45,96.8,,
2023-10-27,13.150416666666667,8.6,4.972729166666666,0.778,9.83,14.877,11.97,17.37,81.106125,63.75,93.6,,
2023-10-28,13.172291666666666,18.8,3.7485291666666667,1.512,7.225,16.074708333333334,12.97,19.46,79.762375,62.73,94.1,,
2023-10-29,13.070124999999999,16.3,2.6678458333333332,0.766,5.312,13.651125,12.27,15.0,94.97583333333334,89.9,97.0,,
2023-10-30,13.146556016597511,13.8,3.1521784232365144,0.215,8.43,13.741244813278009,12.08,17.1,87.52232365145228,62.86,97.6,,
2023-10-31,13.273958333333333,1.8,3.5469416666666667,0.709,8.76,14.871291666666668,10.83,18.19,84.11149999999999,72.74,93.4,,
2023-11-01,13.217625,8.100000000000001,4.033341666666667,0.308,8.48,13.925916666666666,11.14,17.02,82.10525,67.01,95.4,,
2023-11-02,13.171375000000001,28.5,4.945675,0.62,8.66,12.243291666666666,8.37,16.21,79.295875,63.05,93.4,,
2023-11-03,13.175666666666666,20.7,3.091379166666667,0.536,7.78,10.839458333333333,8.06,14.62,87.31304166666668,66.02,96.7,,
2023-11-04,13.122874999999999,38.1,8.0114,1.078,16.85,13.883333333333333,10.42,16.48,83.321875,62.37,97.0,,
2023-11-05,13.212541666666668,18.6,5.422104166666667,0.797,14.44,13.2675,11.02,15.2,83.63066666666667,72.02,93.2,,
2023-11-06,13.158625,27.2,3.373720833333333,0.336,7.413,11.031125,9.51,12.78,87.64975,77.38,93.6,,
2023-11-07,13.090125,18.5,2.0396041666666664,0.173,4.263,9.762020833333334,7.849,12.84,92.40124999999999,79.54,97.0,,
2023-11-08,13.224124999999999,6.8,2.428166666666667,0.365,5.002,11.678783333333334,7.437,16.22,89.35541666666667,68.84,97.9,,
2023-11-09,13.201208333333334,17.3,3.7846375,0.501,7.863,12.762666666666666,10.81,15.46,89.26520833333333,71.06,96.8,,
2023-11-10,13.236833333333333,2.2,2.9127708333333335,0.248,7.679,11.894666666666666,8.24,14.97,81.02766666666666,60.71,94.5,,
2023-11-11,13.207500000000001,15.200000000000001,2.742195833333333,0.091,8.9,11.683225,7.159,16.67,91.79424999999999,76.71,97.8,,
2023-11-12,13.036333333333333,2.0,4.094516666666666,0.903,7.475,15.782,13.85,16.68,88.715375,78.37,95.7,,
2023-11-13,12.894666666666666,12.0,4.014195833333334,0.666,8.62,15.932833333333333,13.28,17.43,93.44958333333334,81.8,96.2,,
2023-11-14,12.884791666666667,17.7,3.6120083333333333,0.519,7.183,15.673916666666665,11.83,17.24,94.90041666666666,89.0,97.5,,
2023-11-15,13.194625,0.1,1.0923375,0.17,3.553,12.279083333333334,8.56,16.58,89.37308333333334,66.99,98.1,,
2023-11-16,13.202583333333333,5.4,4.585441666666667,0.536,9.98,14.115,11.32,16.5,84.49666666666667,73.38,96.9,,
2023-11-17,13.21926724137931,0.7000000000000001,1.0910991379310344,0.153,5.131,11.738922413793103,8.7,16.28,91.12439655172415,70.98,97.3,,
2023-11-18,13.271041666666667,0.0,1.2765541666666667,0.085,2.828,12.115416666666667,8.56,17.43,90.53829166666667,72.43,96.5,,
2023-11-19,13.125875,0.9000000000000001,1.4157208333333335,0.112,5.209,14.017833333333334,10.41,17.07,95.63958333333333,89.7,97.8,,
2023-11-20,13.170125,1.7,1.4746791666666668,0.098,3.916,11.168875000000002,7.501,14.89,91.33874999999999,75.84,98.6,,
2023-11-21,13.187416666666667,2.0,1.0291458333333334,0.191,2.535,11.705625,9.86,14.46,91.05679166666667,79.93,97.9,,
2023-11-22,13.176874999999999,0.0,1.5322125,0.711,2.394,10.2593625,6.693,13.37,82.79416666666665,66.0,93.2,,
2023-11-23,13.24925,0.0,0.6417708333333334,0.11,1.497,7.896729166666666,1.913,11.18,89.91545833333333,74.55,95.8,,
2023-11-24,12.922083333333335,0.1,0.7472875,0.101,1.978,10.476208333333334,9.49,12.07,93.25874999999999,81.6,97.1,,
2023-11-25,13.249708333333333,0.0,1.0601125,0.161,3.208,5.3680375,0.139,9.78,84.832875,64.31,95.8,,
2023-11-26,13.330625,0.1,1.1385291666666668,0.063,4.168,3.305266666666667,-1.012,8.27,85.68362499999999,60.95,96.7,,
2023-11-27,13.006541666666667,7.3,2.697058333333333,0.126,5.334,9.158341666666667,3.793,13.77,92.07541666666665,83.7,97.9,,
2023-11-28,13.194875,3.7,1.0894916666666667,0.105,3.708,8.18145,1.085,11.69,86.976125,56.99,97.1,,
2023-11-29,13.154791666666666,14.6,1.8038916666666667,0.093,4.026,3.83135,-0.229,7.044,95.06458333333333,81.7,98.5,,
2023-11-30,12.845666666666666,8.6,1.1786208333333335,0.149,3.508,9.2121,7.073,11.15,97.97791666666667,96.2,98.8,,
2023-12-01,12.941166666666668,4.3,0.9423375,0.117,2.673,7.9237125,4.783,9.79,96.4525,91.9,98.2,,
2023-12-02,13.141375,0.1,0.8222625,0.15,2.857,3.3193875,0.44,7.942,91.44225,70.3,97.5,,
2023-12-03,13.313333333333333,0.4,3.4513958333333337,1.02,5.704,4.161858333333333,0.133,8.35,88.07791666666667,74.32,96.9,,
2023-12-04,13.105583333333334,12.1,4.833725,1.41,9.31,9.906204166666667,5.959,13.54,82.13449999999999,60.02,94.6,,
2023-12-05,13.195166666666667,3.3,1.6934166666666668,0.147,6.238,8.775791666666667,6.243,12.35,84.4765,61.83,96.8,,
2023-12-06,13.244,0.1,2.3096166666666664,0.113,5.463,5.434475,1.967,9.67,94.09112499999999,76.9,98.6,,
2023-12-07,13.002083333333333,16.5,3.3827333333333334,1.671,5.691,8.078312500000001,3.345,14.11,93.43829166666666,78.3,98.3,,
2023-12-08,13.169666666666666,1.2000000000000002,1.658175,0.404,4.472,11.142083333333334,8.25,14.73,89.707375,71.83,97.2,,
2023-12-09,12.892166666666666,17.5,4.382820833333333,1.097,10.89,12.180708333333333,8.83,15.1,94.31208333333333,86.2,97.0,,
2023-12-10,12.932041666666667,21.8,3.3685916666666667,0.653,7.824,12.175616666666667,7.499,16.12,95.76958333333333,88.5,97.9,,
2023-12-11,12.796208333333334,31.3,4.046695833333334,0.605,8.2,14.605875,13.51,15.56,95.09833333333333,90.7,96.7,,
2023-12-12,12.757958333333333,12.6,3.4132499999999997,0.137,7.5,12.983749999999999,12.07,13.66,93.25916666666667,84.3,96.4,,
2023-12-13,12.879958333333333,17.5,3.2337875,0.503,7.99,10.853666666666667,8.17,12.79,88.53195833333332,75.86,94.5,,
2023-12-14,13.151333333333334,1.3,0.8516416666666667,0.08,2.003,8.504412499999999,3.473,11.66,88.77679166666667,73.31,96.9,,
2023-12-15,13.086041666666667,0.1,0.6219708333333334,0.072,2.204,9.281637499999999,5.704,11.76,94.45541666666666,83.5,98.2,,
2023-12-16,13.181708333333335,0.2,0.707275,0.163,2.76,4.3705625,1.166,7.866,97.58500000000001,96.0,98.7,,
2023-12-17,13.26825,0.4,0.77185,0.149,2.044,2.1957875000000002,-0.649,7.585,97.8325,94.0,99.3,,
2023-12-18,12.948625,0.2,1.0299,0.171,3.387,2.6795708333333335,0.373,4.151,99.06416666666668,98.1,99.5,,
2023-12-19,12.840208333333333,7.8,2.2842416666666665,0.862,5.338,6.634783333333333,3.804,12.55,97.03166666666667,95.0,99.1,,
2023-12-20,13.224958333333332,2.2,1.3557958333333333,0.108,2.894,9.486416666666667,4.398,12.59,90.31158333333333,69.67,97.9,,
2023-12-21,13.08,3.4000000000000004,3.0532416666666666,0.534,6.168,11.798,9.93,13.0,94.43833333333333,86.0,97.5,,
2023-12-22,13.069291666666667,5.7,1.8440708333333333,0.478,4.319,11.354416666666667,9.46,12.42,94.40083333333334,84.4,96.7,,
2023-12-23,13.164708333333333,1.7000000000000002,1.1799624999999998,0.198,3.276,10.347791666666666,6.952,13.09,96.27541666666666,90.4,98.4,,
2023-12-24,13.158041666666666,0.8,2.1711541666666667,0.303,4.563,10.669037656903766,8.28,12.44,93.83166666666666,84.0,98.2,,
2023-12-25,12.947541666666666,0.0,2.4813375,1.307,4.02,8.5286,6.825,10.01,97.01708333333333,94.2,98.9,,
2023-12-26,12.896208333333334,0.0,2.457666666666667,1.008,4.23,7.8296624999999995,6.334,9.71,99.46374999999999,98.9,100.0,,
2023-12-27,13.196499999999999,0.0,2.6374666666666666,0.198,5.038,7.0175875,2.052,12.29,90.56329166666666,67.94,100.0,,
2023-12-28,13.042291666666667,2.3000000000000003,1.8592958333333334,0.242,3.703,9.847708333333333,8.16,12.35,92.555,88.4,95.9,,
2023-12-29,13.054208333333333,2.0,1.3944125,0.18,4.043,9.396487500000001,6.218,13.63,96.92541666666666,90.2,98.8,,
2023-12-30,13.063333333333333,0.30000000000000004,2.1237041666666667,0.577,4.231,8.243866666666667,4.873,12.21,97.49875,89.2,99.6,,
2023-12-31,13.075791666666667,10.8,4.0203,1.212,8.5,10.33,8.08,12.22,82.92220833333333,71.55,92.4,,
2024-01-01,13.134708333333332,3.4,2.8196625,0.698,5.926,10.297958333333334,8.3,13.13,89.92945833333333,79.13,95.7,,
2024-01-02,12.848958333333334,2.5,4.262529166666666,1.497,9.98,11.933041666666666,9.56,14.48,85.25708333333334,77.1,92.3,,
2024-01-03,13.139624999999999,2.3,5.267479166666666,1.438,10.58,13.036833333333334,11.39,14.87,85.25416666666666,74.43,92.0,,
2024-01-04,13.176375,1.4,1.99245,0.271,5.145,10.781458333333335,8.2,13.52,90.81508333333333,79.51,96.5,,
2024-01-05,13.208916666666665,1.2000000000000002,0.8092125,0.059,3.364,7.427458333333333,3.398,10.92,94.40291666666667,85.6,97.2,,
2024-01-06,13.247625,0.9000000000000001,0.6646416666666667,0.093,2.068,4.736483333333334,1.31,10.18,93.376,78.12,98.6,,
2024-01-07,13.235708333333333,0.30000000000000004,0.8257333333333333,0.08,2.699,3.3163583333333335,-0.08,7.52,90.646375,71.4,98.2,,
2024-01-08,12.883916666666666,0.0,1.2702291666666667,0.281,3.411,1.9903791666666666,-2.415,4.581,85.49779166666667,74.4,95.7,,
2024-01-09,13.230125,0.0,1.1338374999999998,0.33,3.329,-0.43830416666666666,-2.719,3.163,82.65420833333333,67.34,91.5,,
2024-01-10,12.908291666666667,0.0,0.9529875000000001,0.198,2.137,-0.3467958333333333,-1.364,0.238,89.88625,84.0,95.5,,
2024-01-11,12.868500000000001,0.8,0.7396583333333333,0.174,1.636,1.3419958333333333,-0.779,4.313,95.07708333333333,90.4,97.3,,
2024-01-12,13.197666666666667,0.1,1.2513,0.132,3.417,0.3284916666666666,-1.782,4.238,90.62566666666666,77.13,96.7,,
2024-01-13,13.026625,0.1,2.328275,0.183,4.508,-0.28541666666666665,-2.271,1.178,98.13458333333332,95.8,99.3,,
2024-01-14,13.130625,0.0,0.6868375,0.135,2.296,4.1856333333333335,0.313,9.04,95.08275,78.42,99.6,,
2024-01-15,12.950458333333334,3.7,1.3749583333333333,0.132,2.742,6.651783333333333,4.514,11.76,97.29625,96.3,97.8,,
2024-01-16,12.946958333333333,6.2,1.8141333333333334,0.352,4.674,7.8149,3.893,12.1,97.52333333333333,91.6,98.5,,
2024-01-17,12.85975,3.5,3.421675,0.898,8.69,13.819166666666666,11.34,16.59,86.26166666666667,68.74,94.8,,
2024-01-18,12.734041666666666,8.4,2.8428625000000003,0.414,11.35,6.819608333333333,0.371,14.38,92.04183333333334,79.67,95.4,,
2024-01-19,13.242375000000001,0.1,1.707875,0.644,4.179,1.0825375000000002,-1.386,5.013,82.21895833333333,57.37,92.9,,
2024-01-20,13.372041666666666,0.0,1.7242208333333333,0.333,3.768,0.46708333333333335,-3.37,5.246,84.486,60.68,95.3,,
2024-01-21,13.142166666666666,0.2,2.537991666666667,1.203,3.93,6.621854166666666,0.077,12.94,86.20708333333333,81.1,94.4,,
2024-01-22,12.980125,9.8,2.6465416666666663,0.55,7.405,10.168370833333334,7.5,13.15,89.75945833333334,70.26,97.3,,
2024-01-23,13.158208333333333,0.6000000000000001,2.0251958333333335,0.163,5.846,11.525916666666665,7.073,15.3,94.80833333333334,83.6,98.4,,
2024-01-24,12.933375000000002,0.1,1.3991,0.09,3.131,13.165541666666666,9.28,14.75,92.77041666666668,89.2,96.8,,
2024-01-25,13.176916666666667,0.2,1.3242666666666667,0.063,3.318,10.270299999999999,7.797,15.93,94.48125,80.4,98.1,,
